timestamp,day_of_week,is_weekend,time_minutes,prev_time_minutes,rolling_mean_7,rolling_std_7,label
2023-01-01T07:22:00,6,1,442,442,442.0,10.0,0
2023-01-02T08:38:00,0,0,518,442,518.0,10.0,0
2023-01-03T08:07:00,1,0,487,518,487.0,10.0,0
2023-01-04T12:02:00,2,0,722,487,722.0,10.0,1
2023-01-05T07:45:00,3,0,465,722,465.0,10.0,0
2023-01-06T07:24:00,4,0,444,465,444.0,10.0,0
2023-01-07T07:28:00,5,1,448,444,448.0,10.0,0
2023-01-08T08:39:00,6,1,519,448,503.7142857142857,92.66639749385855,0
2023-01-09T08:19:00,0,0,499,519,514.7142857142857,89.19275160446341,0
2023-01-10T07:41:00,1,0,461,499,512.0,89.34044037116834,0
2023-01-11T07:22:00,2,0,442,461,508.2857142857143,90.83063404839059,0
2023-01-12T07:51:00,3,0,471,442,468.2857142857143,27.44196101756935,0
2023-01-13T14:08:00,4,0,848,471,469.14285714285717,27.41964140345161,1
2023-01-14T08:28:00,5,1,508,848,526.8571428571429,133.54873756843398,0
2023-01-15T08:12:00,6,1,492,508,535.4285714285714,130.09321618731386,0
2023-01-16T10:49:00,0,0,649,492,531.5714285714286,130.92075808655855,0
2023-01-17T12:37:00,1,0,757,649,553.0,136.01260445792724,1
2023-01-18T07:33:00,2,0,453,757,595.2857142857143,146.44912747700312,1
2023-01-19T07:57:00,3,0,477,453,596.8571428571429,144.84615342930343,0
2023-01-20T07:46:00,4,0,466,477,597.7142857142857,144.11475019750682,0
2023-01-21T08:12:00,5,1,492,466,543.1428571428571,106.3974067506596,0
2023-01-22T07:58:00,6,1,478,492,540.8571428571429,107.29589071006079,0
2023-01-23T07:29:00,0,0,449,478,538.8571428571429,108.31360364558958,0
2023-01-24T08:01:00,1,0,481,449,510.2857142857143,101.66571874209585,0
2023-01-25T14:30:00,2,0,870,481,470.85714285714283,14.43634868189689,1
2023-01-26T07:54:00,3,0,474,870,530.4285714285714,139.18831759563028,0
2023-01-27T15:00:00,4,0,900,474,530.0,139.35668521562113,1
2023-01-28T14:00:00,5,1,840,900,592.0,185.87169153554748,1
2023-01-29T08:37:00,6,1,517,840,641.7142857142857,198.58119194908255,0
2023-01-30T08:28:00,0,0,508,517,647.2857142857143,194.41319347183813,0
2023-01-31T08:24:00,1,0,504,508,655.7142857142857,186.76242684660278,0
2023-02-01T07:20:00,2,0,440,504,659.0,183.83921546519161,0
2023-02-02T08:32:00,3,0,512,440,597.5714285714286,174.68490583485058,0
2023-02-03T07:39:00,4,0,459,512,603.0,171.31841699011815,0
2023-02-04T07:54:00,5,1,474,459,540.0,125.46712716883255,0
2023-02-05T08:26:00,6,1,506,474,487.7142857142857,27.809116109209768,0
2023-02-06T07:25:00,0,0,445,506,486.14285714285717,26.384132522779513,0
2023-02-07T08:09:00,1,0,489,445,477.14285714285717,28.083694157838647,0
2023-02-08T08:06:00,2,0,486,489,475.0,26.479102272223223,0
2023-02-09T12:29:00,3,0,749,486,481.57142857142856,22.366155189463914,1
2023-02-10T08:37:00,4,0,517,749,515.4285714285714,97.15210040058268,0
2023-02-11T08:25:00,5,1,505,517,523.7142857142857,94.42111489902834,0
2023-02-12T08:35:00,6,1,515,505,528.1428571428571,92.69678461279561,0
2023-02-13T08:23:00,0,0,503,515,529.4285714285714,92.44281188598579,0
2023-02-14T08:19:00,1,0,499,503,537.7142857142857,86.9395755448482,1
2023-02-15T08:35:00,2,0,515,499,539.1428571428571,86.20644419304257,0
2023-02-16T08:39:00,3,0,519,515,543.2857142857143,84.22709826197655,0
2023-02-17T08:23:00,4,0,503,519,510.42857142857144,7.306692487168242,0
2023-02-18T07:36:00,5,1,456,503,508.42857142857144,7.148569144683887,0
2023-02-19T10:35:00,6,1,635,456,501.42857142857144,19.82680107370643,1
2023-02-20T08:22:00,0,0,502,635,518.5714285714286,51.202279923727566,0
2023-02-21T08:15:00,1,0,495,502,518.4285714285714,51.24690134982976,0
2023-02-22T07:41:00,2,0,461,495,517.8571428571429,51.48211498438371,0
2023-02-23T08:38:00,3,0,518,461,510.14285714285717,55.24084558013358,0
2023-02-24T08:26:00,4,0,506,518,510.0,55.21904433384245,0
2023-02-25T07:57:00,5,1,477,506,510.42857142857144,55.174676237919,0
2023-02-26T07:49:00,6,1,469,477,513.4285714285714,52.64668526495999,0
2023-02-27T07:30:00,0,0,450,469,489.7142857142857,19.491494743783473,0
2023-02-28T07:38:00,1,0,458,450,482.2857142857143,22.988905931304505,1
2023-03-01T08:25:00,2,0,505,458,477.0,23.700512351303413,0
2023-03-02T13:09:00,3,0,789,505,483.2857142857143,24.446526400722547,1
2023-03-03T08:15:00,4,0,495,789,522.0,110.8074262596407,1
2023-03-04T07:40:00,5,1,460,495,520.4285714285714,111.10079997507687,0
2023-03-05T11:21:00,6,1,681,460,518.0,112.20389603625307,1
2023-03-06T07:35:00,0,0,455,681,548.2857142857143,122.98398767518394,0
2023-03-07T07:58:00,1,0,478,455,549.0,122.42432064632536,0
2023-03-08T08:38:00,2,0,518,478,551.8571428571429,120.48524340163412,1
2023-03-09T07:44:00,3,0,464,518,553.7142857142857,119.84718160547419,0
2023-03-10T07:56:00,4,0,476,464,507.2857142857143,73.81775683729353,0
2023-03-11T07:27:00,5,1,447,476,504.57142857142856,74.56513383394058,0
2023-03-12T08:22:00,6,1,502,447,502.7142857142857,75.80372076377684,1
2023-03-13T07:50:00,0,0,470,502,477.14285714285717,23.48512338498913,0
2023-03-14T08:08:00,1,0,488,470,479.2857142857143,22.00463773009347,0
2023-03-15T07:50:00,2,0,470,488,480.7142857142857,22.198547479600588,0
2023-03-16T07:45:00,3,0,465,470,473.85714285714283,16.23425453811056,0
2023-03-17T07:52:00,4,0,472,465,474.0,16.151072498665307,0
2023-03-18T08:05:00,5,1,485,472,473.42857142857144,16.14096069770625,0
2023-03-19T08:04:00,6,1,484,485,478.85714285714283,12.264100589334145,0
2023-03-20T08:05:00,0,0,485,484,476.2857142857143,8.429781995389673,0
2023-03-21T07:35:00,1,0,455,485,478.42857142857144,8.46601850858803,0
2023-03-22T07:42:00,2,0,462,455,473.7142857142857,10.713333291001527,0
2023-03-23T07:45:00,3,0,465,462,472.57142857142856,11.449979948293645,1
2023-03-24T08:12:00,4,0,492,465,472.57142857142856,11.449979948293644,0
2023-03-25T08:38:00,5,1,518,492,475.42857142857144,13.297230032251537,0
2023-03-26T07:42:00,6,1,462,518,480.14285714285717,20.01020147987786,0
